id,name,description,type,is_collection,property_count,method_count,hierarchy,role
interface_1,ABQAnalysisCase,Represents an Abaqus analysis case object.,Collection,true,3,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ABQAnalysisCase\",Access an Abaqus analysis case object or determine its properties. An ABQAnalysisCase object contains the collection of Abaqus steps ( ABQSteps ) and Abaqus jobs ( ABQJobs ). An Abaqus analysis case object contains the data required to manage and run an Abaqus finite element analysis.
interface_2,ABQAnalysisCases,The collection of ABQAQUS analysis case objects attached to an.,Collection,true,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \ABQAnalysisCases\",Unknown
interface_3,ABQAnalysisModel,Represents the Abaqus analysis model object.,Collection,true,2,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ABQAnalysisModel\",The Abaqus analysis model object contains the ABQAnalysisCases collection. The Abaqus analysis model object can also be used as an Refer: CATIAAnalysisModel.
interface_4,ABQAnalyticalRigidSurface,Represents an Abaqus Analytical rigid surface object.,Object,false,1,4,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ABQInteraction\, \ABQAnalyticalRigidSurface\",Unknown
interface_5,ABQBoundaryCondition,Represents the base interface for Abaqus boundary condition objects.,Object,false,4,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ABQBoundaryCondition\",The ABQBoundaryCondition interface manages the common properties of any boundary condition.
interface_6,ABQBoundaryConditions,The collection of Abaqus boundary condition objects attached to.,Collection,true,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \ABQBoundaryConditions\",Unknown
interface_7,ABQClampBC,Represents an Abaqus clamp object.,Object,false,0,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ABQBoundaryCondition\, \ABQClampBC\",Access an Abaqus clamp object or determine its properties.
interface_8,ABQConcentratedForce,Represents an Abaqus concentrated force object .,Object,false,11,4,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ABQLoad\, \ABQConcentratedForce\",Access an Abaqus concentrated force object or determine its properties.
interface_9,ABQDisplacementBC,Represents an Abaqus displacement boundary condition object.,Object,false,11,4,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ABQBoundaryCondition\, \ABQDisplacementBC\",Access an Abaqus displacement boundary condition object or determine its properties.
interface_10,ABQExplicitDynamicsStep,Represents an Abaqus explicit dynamics step object.,Object,false,12,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ABQStep\, \ABQExplicitDynamicsStep\",Access an Abaqus explicit dynamics step object or determine its properties.
interface_11,ABQFastenedConnectionEnhancement,This interface has been deprecated.,Object,false,9,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ABQInteraction\, \ABQFastenedConnectionEnhancement\",Unknown
interface_12,ABQFastenedPair,Represents an Abaqus Fastened Pair object.,Object,false,9,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ABQInteraction\, \ABQFastenedPair\",Unknown
interface_13,ABQFields,The collection of Abaqus field objects contained in.,Collection,true,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \ABQFields\",Unknown
interface_14,ABQFilmCondition,Represents an Abaqus film condition object.,Object,false,5,6,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ABQLoad\, \ABQFilmCondition\",Access an Abaqus film condition object or determine its properties.
interface_15,ABQGasketProperty,,Object,false,7,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ABQProperty\, \ABQGasketProperty\",Unknown
interface_16,ABQGeneralStaticStep,Represents an Abaqus general static step object.,Object,false,15,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ABQStep\, \ABQGeneralStaticStep\",Access an Abaqus general static step object or determine its properties.
interface_17,ABQGlobalElementAssignment,Represents an Abaqus Global Element assignment object.,Object,false,0,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ABQGlobalElementAssignment\",Access an Abaqus Global Element assignment property object or determine its properties.
interface_18,ABQGravity,Represents an Abaqus gravity object.,Object,false,5,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ABQLoad\, \ABQGravity\",Access an Abaqus gravity load object or determine its properties.
interface_19,ABQHeatTransferStep,Represents an Abaqus heat transfer step object.,Object,false,13,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ABQStep\, \ABQHeatTransferStep\",Access an Abaqus heat transfer step object or determine its properties.
interface_20,ABQInitialStep,Represents an Abaqus initial step object.,Object,false,2,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ABQStep\, \ABQInitialStep\",Access an Abaqus initial step object or determine its properties.
interface_21,ABQInitialTemperature,Represents an Abaqus initial temperature object .,Object,false,1,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ABQTemperature\, \ABQInitialTemperature\",Access an Abaqus initial temperature object or determine its properties.
interface_22,ABQInteraction,Represents the base interface for Abaqus interaction objects.,Object,false,1,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ABQInteraction\",The ABQInteraction interface manages the common properties of any interaction.
interface_23,ABQInteractions,The collection of Abaqus interactions objects attached to an.,Collection,true,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \ABQInteractions\",Unknown
interface_24,ABQJob,Represents an Abaqus job object.,Object,false,15,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ABQJob\",Access an Abaqus job object or determine its properties.
interface_25,ABQJobs,The collection of Abaqus objects.,Collection,true,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \ABQJobs\",Unknown
interface_26,ABQLoad,Represents the base interface for all load objects.,Object,false,8,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ABQLoad\",The ABQLoad interface manages the common properties of any load.
interface_27,ABQLoads,The collection of Abaqus load objects attached to an.,Collection,true,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \ABQLoads\",Unknown
interface_28,ABQMassScaling,Represents an Abaqus Mass Scaling entity.,Object,false,11,6,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ABQMassScaling\",Used to access the properties of a Mass Scaling entity.
interface_29,ABQMassScalings,Represents a collection of.,Collection,true,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \ABQMassScalings\",Unknown
interface_30,ABQMechConnBehavior,Represents an Abaqus mechanical connection behavior object.,Object,false,14,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ABQProperty\, \ABQMechConnBehavior\",Access an Abaqus mechanical connection behaviour object or determine its properties.
interface_31,ABQPressure,Represents an Abaqus pressure object.,Object,false,2,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ABQLoad\, \ABQPressure\",Access an Abaqus pressure object or determine its properties.
interface_32,ABQPretensionProperty,Represents a pretension property object.,Object,false,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ABQProperty\, \ABQPretensionProperty\",Access an Abaqus pretension property.
interface_33,ABQProperties,The collection of Abaqus property objects attached to an.,Collection,true,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \ABQProperties\",Unknown
interface_34,ABQProperty,Represents the base interface for all Abaqus property objects.,Object,false,1,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ABQProperty\",The ABQProperty interface manages the common attributes of any Abaqus property.
interface_35,ABQRigidBodyConstraint,Represents an Abaqus rigid body constraint object.,Object,false,3,11,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ABQInteraction\, \ABQRigidBodyConstraint\",Unknown
interface_36,ABQRigidCoupling,Represents an Abaqus rigid coupling object.,Object,false,9,13,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ABQInteraction\, \ABQRigidCoupling\",Unknown
interface_37,ABQSmoothCoupling,Represents an Abaqus smooth coupling object.,Object,false,6,13,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ABQInteraction\, \ABQSmoothCoupling\",Unknown
interface_38,ABQSmoothStepAmplitude,Represents a smooth step amplitude object.,Object,false,2,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ABQProperty\, \ABQSmoothStepAmplitude\",Access an Abaqus smooth step amplitude or determine its properties.
interface_39,ABQSpringConnectionProperty,Represents an Abaqus spring connection property object.,Object,false,3,7,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ABQProperty\, \ABQSpringConnectionProperty\",Access an Abaqus spring connection property object or determine its properties.
interface_40,ABQStep,Represents a Abaqus analysis step object.,Object,false,2,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ABQStep\",Access an Abaqus analysis step or determine its properties.
interface_41,ABQSteps,The collection of Abaqus analysis step objects contained in an.,Collection,true,0,4,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \ABQSteps\",Unknown
interface_42,ABQSurfaceToSurfaceContact,Represents an Abaqus contact pair object.,Object,false,11,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ABQInteraction\, \ABQSurfaceToSurfaceContact\",Access an Abaqus contact pair object or determine its properties.
interface_43,ABQTabularAmplitude,Represents a tabular amplitude object.,Object,false,2,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ABQProperty\, \ABQTabularAmplitude\",Access an Abaqus tabular amplitude or determine its properties.
interface_44,ABQTemperature,Represents an Abaqus temperature object .,Object,false,5,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ABQTemperature\",Access an Abaqus temperature object or determine its properties. It has common properties of ABQInitialTemperature ABQTemperatureHistory .
interface_45,ABQTemperatureHistory,Represents an Abaqus temperature history object .,Object,false,4,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ABQTemperature\, \ABQTemperatureHistory\",Access an Abaqus temperature history object or determine its properties.
interface_46,ABQThermalConnBehavior,Represents an Abaqus thermal connection behavior object.,Object,false,3,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ABQProperty\, \ABQThermalConnBehavior\",Access an Abaqus thermal connection behaviour object or determine its properties.
interface_47,AMPPath,This interface provides the methods to handle the feature AMPPath which is a list of AMPTags. USAGE : path_name_of_the_VB_script_file.,Object,false,0,8,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \AMPPath\",Unknown
interface_48,AMPTag,This interface provides the methods to handle the feature AMPTag. DESCRIPTION : USAGE :.,Object,false,0,20,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \AMPTag\",Unknown
interface_49,AccesslogStatisticsSettingAtt,"Interface for Accesslog statistic Controler. For the definitions of methods and variables common to every thematic, see theGeneralStatisticsSettingAtt.",Object,false,0,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \SettingController\, \GeneralStatisticsSettingAtt\, \AccesslogStatisticsSettingAtt\","the accesslog statistics controler manages the values of all or only a part of the attributes available for the thematic. For the definitions of methods and variables common to every thematic, see the GeneralStatisticsSettingAtt . ."
interface_50,ActiveTask,Represents the Active task of the resource in conjunction with a particular activity.,Object,false,0,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ActiveTask\","Active Task is the object used to access and manage the active task set for all the resources assigned for the activity. The following code snippet can be used to obtain the Active Task from the activity. Dim objChildActivity As Activity Dim objActiveActivity As ActiveTask Set objActiveActivity = objChildActivity.GetTechnologicalObject(""""ActiveTask"""") ."
interface_51,Activities,The collection of activities related to the current activity.,Collection,true,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \Activities\",Unknown
interface_52,Activity,The object that represents an activity.,Collection,true,15,8,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Activity\",Unknown
interface_53,Add,"Represents the add, or union boolean operation.",Object,false,0,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Shape\, \BooleanShape\, \Add\",Unknown
interface_54,Affinity,Represents the hybrid shape Affinity feature object.,Object,false,1,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \HybridShape\, \Affinity\",To access the data of the hybrid shape Affinity feature object. This data includes: The element to Affinity Origin for the Affinity Plane for the Affinity Direction for the Affinity XRatio Value for the Affinity YRatio Value for the Affinity ZRatio Value for the Affinity The translation distance and its value Use the CATIAHybridShapeFactory to create HybridShapeFeature object. See also: HybridShapeFactory .
interface_55,AnalysisAdaptivityManager,The interface to access a CATIAAnalysisAdaptivityManager.,Object,false,0,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \AnalysisSet\, \AnalysisAdaptivityManager\",Unknown
interface_56,AnalysisCase,Represent the analysis case object. Analysis Case behavior Analysis Case.,Collection,true,1,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \AnalysisCase\","Interface designed to manage Analysis Case behavior In the Analysis document, an Analysis Case is the object dedicated to define and manage the environment data necessary to run a computation. This environment is made of sets."
interface_57,AnalysisCases,The collection of analysis case making an Analysis.,Collection,true,0,5,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \AnalysisCases\",Unknown
interface_58,AnalysisDocument,Represents the document object for analysis.,Object,false,1,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Document\, \AnalysisDocument\",Unknown
interface_59,AnalysisEntities,The collection of analysis entities.,Collection,true,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \AnalysisEntities\",Unknown
interface_60,AnalysisEntity,Represent the analysis entity object.,Collection,true,5,9,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \AnalysisEntity\",Unknown
interface_61,AnalysisExport,The interface to access a CATIAAnalysisExport.,Object,false,0,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \AnalysisExport\",Unknown
interface_62,AnalysisGeneralSettingAtt,"Interface to handle the Analysis & Simulation """"GeneralSetting"""".",Object,false,7,14,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \SettingController\, \AnalysisGeneralSettingAtt\",Unknown
interface_63,AnalysisGlobalSensor,Represent the analysis global sensor.,Object,false,0,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \AnalysisEntity\, \AnalysisSensor\, \AnalysisGlobalSensor\",Unknown
interface_64,AnalysisImage,Represents the analysis image object.,Collection,true,1,10,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \AnalysisImage\",Unknown
interface_65,AnalysisImages,The collection of analysis images.,Collection,true,0,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \AnalysisImages\",Unknown
interface_66,AnalysisImport,The interface to access a CATIAAnalysisExport.,Object,false,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \AnalysisImport\",Unknown
interface_67,AnalysisLinkedDocuments,The collection of Documents linked by Analysis.,Collection,true,0,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \AnalysisLinkedDocuments\",Unknown
interface_68,AnalysisLocalEntities,The collection of local analysis entities.,Collection,true,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \AnalysisLocalEntities\",Unknown
interface_69,AnalysisLocalEntity,Represent the analysis local entity object.,Collection,true,4,8,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \AnalysisLocalEntity\",Unknown
interface_70,AnalysisLocalSensor,Represent the analysis local sensor.,Object,false,1,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \AnalysisEntity\, \AnalysisSensor\, \AnalysisLocalSensor\",Unknown
interface_71,AnalysisManager,Represents the root object inside an analysis document.,Collection,true,5,5,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \AnalysisManager\",Unknown
interface_72,AnalysisMaterial,Represents an AnalysisMaterial object.,Object,false,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \AnalysisMaterial\",Unknown
interface_73,AnalysisMeshLocalSpecification,The interface to access a CATIAAnalysisMeshLocalSpecification.,Object,false,1,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \AnalysisMeshLocalSpecification\",Unknown
interface_74,AnalysisMeshLocalSpecifications,The interface to access a AnalysisMeshLocalSpecifications.,Collection,true,0,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \AnalysisMeshLocalSpecifications\",Unknown
interface_75,AnalysisMeshManager,The interface to access a CATIAAnalysisMeshManager.,Collection,true,1,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \AnalysisSet\, \AnalysisMeshManager\",Unknown
interface_76,AnalysisMeshPart,The interface to access a CATIAAnalysisMeshPart.,Collection,true,2,5,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \AnalysisSet\, \AnalysisMeshPart\",Unknown
interface_77,AnalysisMeshParts,The collection of analysis meshparts.,Collection,true,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \AnalysisMeshParts\",Unknown
interface_78,AnalysisModel,Represent the analysis model object.,Collection,true,5,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \AnalysisModel\","In the analysis document, an analysis model is the object dedicated to set and manage all the required data for the discretization and idealization of a Finite Element model. This object gives access to: A collection of AnalysisCase. A collection of AnalysisSets (All the input sets like properties, groups). A AnalysisPostManager object for reporting. ."
interface_79,AnalysisModels,The collection of analysis models making an analysis document.,Collection,true,0,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \AnalysisModels\",Unknown
interface_80,AnalysisOutputEntities,The collection of analysis entities results of a set.,Collection,true,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \AnalysisOutputEntities\",Unknown
interface_81,AnalysisPostManager,Interface to define the Post Processing Manager.,Object,false,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \AnalysisPostManager\","In the analysis document, an Post Processing is dedicated to Visualization and reporting. Method Index AddExistingCaseForReport Adds an existing analysis case to manager. BuildReport Extract the HTML Report. ExtractHTMLReport Methods o Sub AddExistingCaseForReport ( activateLink('AnalysisCase','AnalysisCase') iCase ) Adds an existing analysis case to manager. To declare Case which will be taken into account for the HTML report. Parameters: iCase The Existing Analysis Case. o Sub BuildReport ( activateLink('Folder','Folder') iFolder , activateLink('CATBSTR','CATBSTR') iTitle , activateLink('CATVariant','CATVariant') iAddCreatedImages ) Extract the HTML Report. The Report is defined related to Analysis cases, using AddExistingCaseForReport and will be stored in a CATIA Folder. Parameters: iFolder Folder to store the HTML file. iTitle Title of the report. iAddCreatedImages To add created images under analysis case in the report. o Sub <..."
interface_82,AnalysisPostProSettingAtt,"Interface to handle the Analysis & Simulation """"PostProcessingSetting"""".",Object,false,5,10,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \SettingController\, \AnalysisPostProSettingAtt\",Unknown
interface_83,AnalysisReportingSettingAtt,"Interface to handle the Analysis & Simulation """"ReportingSetting"""".",Object,false,7,14,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \SettingController\, \AnalysisReportingSettingAtt\",Unknown
interface_84,AnalysisSensor,Represent the analysis sensor.,Collection,true,1,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \AnalysisEntity\, \AnalysisSensor\",Unknown
interface_85,AnalysisSet,Represent the analysis set object. Analysis Set Analysis Entities.,Collection,true,6,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \AnalysisSet\",Unknown
interface_86,AnalysisSets,The collection of analysis sets.,Collection,true,0,5,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \AnalysisSets\",Unknown
interface_87,AnalysisSettingAtt,Interface to handle parameters of DELMIA Analysis Tools Options Tab pageRole: This interface is implemented by a component which represents the controller of Analysis Tools Options parameter settings.,Object,false,15,20,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \SettingController\, \AnalysisSettingAtt\",Unknown
interface_88,AnalysisSupports,The collection of analysis case making an Analysis.,Collection,true,0,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \AnalysisSupports\",Unknown
interface_89,Analyze,Represents the analysis object associated with a product.,Object,false,3,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Analyze\",Unknown
interface_90,Angle,Represents the angle parameter.,Object,false,0,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \HybridShape\, \Line\, \Angle\",Unknown
interface_91,AngularRepartition,Represents the angular repartition.,Object,false,2,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Repartition\, \AngularRepartition\",Unknown
interface_92,AnnotatedView,Represents an annotated view.,Collection,true,7,4,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \AnnotatedView\",Unknown
interface_93,AnnotatedViews,A collection of AnnotatedView objects.,Collection,true,0,4,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \AnnotatedViews\",Unknown
interface_94,Annotation,Interface for the Technological Product Specification objects.,Object,false,3,20,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Annotation\",Unknown
interface_95,AnnotationFactory,Interface for the TPS Factory.,Object,false,0,15,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Factory\, \AnnotationFactory\",Unknown
interface_96,AnnotationSet,Interface for the TPS Set of objects.,Collection,true,11,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \AnnotationSet\",Unknown
interface_97,AnnotationSets,Interface for collection of Annotations' Set.,Collection,true,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \AnnotationSets\",Unknown
interface_98,Annotations,Interface for collection of TPS objects CATIAAnnotation.,Collection,true,0,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \Annotations\",Unknown
interface_100,Application,Represents the current CNext application and its frame window.,Collection,true,15,7,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Application\",Unknown
interface_101,ArrBOMReport,The interface to access a CATIAArrBOMReport.,Object,false,0,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ArrBOMReport\",Unknown
interface_102,ArrBendableString,The interface to access a CATIAArrBendableStringUsing this prefered syntax will enable mkdoc to document your class.,Object,false,0,4,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ArrBendableString\",Unknown
interface_103,ArrNomenclature,Represents the UserNomenclature object.,Collection,true,5,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ArrNomenclature\",Unknown
interface_104,ArrNomenclatureTree,Represents the root User Dictionary object.,Collection,true,1,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ArrNomenclatureTree\",Unknown
interface_105,ArrNomenclatures,The collection of UserNomenclature objects.,Collection,true,0,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \ArrNomenclatures\",Unknown
interface_106,ArrSystemLineProduct,The interface to access a CATIAArrSystemLineProductUsing this prefered syntax will enable mkdoc to document your class.,Object,false,0,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ArrSystemLineProduct\",Unknown
interface_107,ArrWorkbench,Returns the Arrangement Workbench.,Object,false,1,4,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Workbench\, \ArrWorkbench\","Use this interface to manage the ArrNomenclatureTree object, create Arrangement objects (such as ArrangementArea, ArrangementRun etc)."
interface_108,ArrangementArea,Use this object to access an ArrangementArea object's properties and functions.,Collection,true,4,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ArrangementArea\",The ArrangementArea object is a type of Arrangement Object defining an area containing other objects.
