id,name,description,type,is_collection,property_count,method_count,hierarchy,role
interface_459,HybridShapePolyline,Represents the hybrid shape polyline curve object.,Object,false,2,5,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \HybridShape\, \HybridShapePolyline\","To access or set the data of the hybrid shape polyline object. This data includes: Elements Radius Support Closure Use the HybridShapeFactory object to create a HybridShapePolyline object. Property Index Closure Returns or sets the flag to decide closure of the polyline. NumberOfElements Returns the number of elements of the polyline. Method Index GetElement Returns the element of the polyline. InsertElement Inserts the element at a specified position in the polyline. RemoveElement Removes the element at a specified position in the polyline. ReplaceElement Replaces the element at a specified position in the polyline. SetRadius Sets the radius at specified position of the polyline. Properties o Property Closure ( ) As activateLink('boolean','boolean') Returns or sets the flag to decide closure of the polyline. Parameters: Closure (For get_Closure) Returns or sets the closure property Example : This example retrieves the closure property of the polyline of the HybShpPolyline hybrid shape polyline. Dim HybShpPolClosure As boolean HybShpPolClosure = HybShpPolyline. Closure <..."
interface_460,HybridShapePositionTransfo,Represents the hybrid shape position transformation feature object.,Object,false,3,14,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \HybridShape\, \HybridShapePositionTransfo\",To access the data of the hybrid shape position transformation feature object. This data includes: The positioning mode The profile to be positioned The initila and target planes Use the CATIAHybridShapeFactory to create a HybridShapePositionTransfo object. See also: HybridShapeFactory Property Index InitialDirectionComputationMode Gets or sets the computation mode of the X axis (or direction) of the initial axis system. Mode Returns or sets the positioning mode. Profile Returns or sets the profile to be positioned. Method Index GetNbPosAngle Gets the number of numerical positioning parameters : first axis direction angles. GetNbPosCoord Gets the number of numerical positioning parameters : origin planar coordinates. GetPosAngle Returns angles of both initial and target coordinate systems from default positions. GetPosCoord Returns translation coordinates if both initial and target coordinate systems from default positions. GetPosPoint Returns the points designated as the origins of the initial and target planes. GetPosSwapAxes Returns axis inversion from previous definitions for both initial and target planes. GetPositionDirection Returns the positioning directions. RemoveAllPosAngle Re...
interface_461,HybridShapeProject,Represents the hybrid shape project feature object.,Object,false,8,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \HybridShape\, \HybridShapeProject\",To access data of the hybrid shape project feature. The data includes: The element to project which is a point or a curve The support element which is a curve or a surface The projection type ( normal or along a direction) The projection direction if needed The option to have either the nearest solution or all solutions Use the CATIAHybridShapeFactory to create HybridShapeFeatures objects. See also: HybridShapeFactory .
interface_462,HybridShapeReflectLine,Represents the hybrid shape reflect line feature object.,Object,false,8,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \HybridShape\, \HybridShapeReflectLine\",To access the data of the hybrid shape reflect line feature object. This data includes: The surface used to create the reflect line The direction (cylindrical) The origin (conical) The angle value Use the CATIAHybridShapeFactory to create a HybridShapeReflectLine object. See also: HybridShapeFactory Property Index Angle Returns or sets the angle used to create the reflectline. Direction Returns or sets the direction used to create the cylindrical reflectline. OrientationDirection Returns or sets the direction orientation used to compute the reflect line. OrientationSupport Returns or sets the support orientation used to compute the reflect line. Origin Returns or sets the origin point used to create the conical reflectline. SourceType Returns or sets whether the reflectline curve is or should be created with infinite light source (cylindrical) or with finite point light source (conical). Support Returns or sets the support surface used to create the reflectline. TypeSolution Returns or sets whether the reflectline curve is or should be created with the normal to the support or the tangent plane to the support. Method Index InvertOrientationDirection Inverts the orientation of direction. ...
interface_463,HybridShapeRevol,The Revol feature : an Revol is made up of a face to process and one Revol parameter.,Object,false,6,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \HybridShape\, \HybridShapeRevol\","To access the data of the hybrid shape revol feature object. LICENSING INFORMATION: Creation of volume result requires GSO License if GSO License is not granted , settting of Volume context has not effect Property Index Axis Role : To get_Axis on the object. BeginAngle Role : To get_BeginAngle on the object. Context Returns or sets the context on Revolve feature. EndAngle Role : To get_EndAngle on the object. Orientation Gets or sets orientation of the revolution. Profil Role : To get_Profil on the object. Properties o Property Axis ( ) As activateLink('Reference','Reference') Role : To get_Axis on the object. Parameters: oDir return value for CATScript applications, with (IDLRETVAL) function type See also: Reference Returns: HRESULT S_OK if Ok E_FAIL else return error code for C++ Implementations See also: HybridShapeFactory o Property BeginAngle ( ) As activateLink('Angle','Angle') (Read Only) Role : To get_BeginAngle on the object. Parameters:</b..."
interface_464,HybridShapeRotate,Represents the hybrid shape rotate feature object.,Object,false,13,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \HybridShape\, \HybridShapeRotate\","To access the data of the hybrid shape rotate feature object. This data includes: The element to be rotated The rotation axis The angle and its value LICENSING INFORMATION: Creation of volume result requires GSO License if GSO License is not granted , settting of Volume context has not effect Use the CATIAHybridShapeFactory to create HybridShapeFeature object. See also: HybridShapeFactory Property Index AngleValue Returns or sets the rotation angle value. Angle Returns the rotation angle. Axis Returns or sets the rotation axis. ElemToRotate Retuns or sets the element to be rotated. FirstElement Returns or sets the first element defining the rotation angle. FirstPoint Returns or sets the first point defining the rotation. OrientationOfFirstElement Returns or sets the orientation of the first element defining the rotation angle. OrientationOfSecondElement Returns or sets the orientation of the second element defining the rotation angle. RotationType Returns or sets the type of the rotation definition. SecondElement Returns or sets the second element defining the rotation angle. SecondPoint Returns or sets the second point defining the rotation. ThirdPoint Returns or sets the third point defining the rotation. ..."
interface_465,HybridShapeScaling,Represents the hybrid shape scaling feature object.,Object,false,6,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \HybridShape\, \HybridShapeScaling\","To access the data of the hybrid shape feature object. This data includes: The element to be transformed using the scaling The reference element for the scaling which is a point or a plane The ratio and its value Use the CATIAHybridShapeFactory to create HybridShapeFeature object. LICENSING INFORMATION: Creation of volume result requires GSO License if GSO License is not granted , settting of Volume context has not effect See also: HybridShapeFactory Property Index Center Returns or sets the reference element. CreationMode Returns or sets the creation mode(creation or modification). ElemToScale Returns or sets the element to scale. RatioValue Returns or sets the scaling ratio value. Ratio Returns the scaling ratio. VolumeResult Returns or sets the volume result. Properties o Property Center ( ) As activateLink('Reference','Reference') Returns or sets the reference element.This element can be a point or a plane. Sub-element(s) supported (see Boundary object): PlanarFace or Vertex . Example : This example retrieves in RefElem the reference ele..."
interface_466,HybridShapeSection,Interface to hybrid shape section feature.,Object,false,1,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \HybridShape\, \HybridShapeSection\",Allows you to access data of the Hybrid Shape Section feature. See also: HybridShapeFactory.AddNewSection .
interface_467,HybridShapeSphere,Represents the hybrid shape sphere feature object.,Object,false,8,5,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \HybridShape\, \HybridShapeSphere\",To access the data of the hybrid shape sphere explicit feature object. The Sphere feature : a Sphere is made up of 4 angles parameters. See also: HybridShapeFactory .
interface_468,HybridShapeSpine,Represents the hybrid spine curve feature object.,Object,false,2,9,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \HybridShape\, \HybridShapeSpine\",Use the CATIAHybridShapeFactory to create a HybridShapeSpine object. See also: HybridShapeFactory .
interface_469,HybridShapeSpiral,Represents the hybrid shape Spiral feature object.,Object,false,10,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \HybridShape\, \HybridShapeSpiral\",Allows to access data of the Spiral feature. This data includes: type support centre point axis starting radius orientation ending angle ending radius revolution pitch See also: HybridShapeFactory .
interface_470,HybridShapeSpline,Represents the hybrid shape spline feature object.,Object,false,0,20,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \HybridShape\, \HybridShapeSpline\",To access the data of the hybrid shape spline feature object. This data includes: The support surface The control points The tension at each control point The curvature radius at each control point Use the CATIAHybridShapeFactory to create a HybridShapeAffinity object. See also: HybridShapeFactory Method Index AddPointWithConstraintExplicit Add a new point with explicit tangency and curvature. AddPointWithConstraintFromCurve Add a new point with tangency/curvature from a curve. AddPoint Add a new point . GetClosure Gets whether the curve is closed. GetConstraintType Returns the ControlPoint type at the given position. GetCurvatureRadius Returns the curvature radius value for each point of the spline. GetDirectionInversion Gets the orientation of the tangent direction . GetNbControlPoint Returns the number of control points. GetPointConstraintExplicit Returns the Constraint of the point at iPos. GetPointConstraintFromCurve Returns the Constraint of the point at iPos. GetPointPosition Returns the position of a given point. GetPoint Returns the Point at the given position. GetSplineType Gets th...
interface_471,HybridShapeSplit,Represents the hybrid shape split feature object.,Object,false,8,17,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \HybridShape\, \HybridShapeSplit\","To access data of the hybrid shape split feature. This data includes: The element to be cut (surface or curve) The cutting element ( surface, curve or point) An orientation to specify which side has to be kept LICENSING INFORMATION: Creation of volume result requires GSO License if GSO License is not granted , settting of Volume context has not effect Use the CATIAHybridShapeFactory to create HybridShapeFeature object. See also: HybridShapeFactory Property Index AutomaticExtrapolationMode Gets or sets the automatic extrapolation mode status. BothSidesMode Gets or sets both sides computation mode. CuttingElem Returns or sets the cutting element. ElemToCut Returns or sets the element to cut. IntersectionComputation Gets or sets Intersection computation mode. Orientation Returns or sets the orientation used to compute the split. Support Returns or sets the support element. VolumeResult Returns or sets the Result Type. Method Index AddCuttingElem Adds a cutting feature. AddElementToKeep Adds an element to specifications. AddElementToRemove Adds an element to specifications. GetCutti..."
interface_472,HybridShapeSurfaceExplicit,Represents the hybrid shape Surface explicit feature object.,Object,false,0,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \HybridShape\, \HybridShapeSurfaceExplicit\",Declare hybrid shape Surface explicit feature object. See also: HybridShapeFactory.AddNewSurfaceDatum .
interface_473,HybridShapeSweep,Represents the hybrid shape Sweep feature object.,Object,false,2,6,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \HybridShape\, \HybridShapeSweep\","Declare hybrid shape Sweep root feature object. All interfaces for different type of sweep derivates HybridShapeSweep. Use the CATIAHybridShapeFactory to create a HybridShapeSweep objects. See also: HybridShapeFactory Property Index FillTwistedAreas Returns or sets the fill twisted areas mode. SetbackValue Returns or sets the setback value. Method Index AddCutPoints Sets two cut points on the master guide. AddFillPoints Sets two fill points on the master guide. GetCutPoint GetFillPoint RemoveAllCutPoints Removes all cut points. RemoveAllFillPoints Removes all fill points. Properties o Property FillTwistedAreas ( ) As activateLink('long','long') Returns or sets the fill twisted areas mode. o Property SetbackValue ( ) As activateLink('double','double') Returns or sets the setback value. Methods o Sub AddCutPoints ( activateLink('Reference','Reference') <t..."
interface_474,HybridShapeSweepCircle,Represents the hybrid shape sweep circle feature object.,Object,false,15,20,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \HybridShape\, \HybridShapeSweep\, \HybridShapeSweepCircle\","To access the data of the hybrid shape sweep circle feature object. LICENSING INFORMATION: Creation of volume result requires GSO License if GSO License is not granted , settting of Volume context has not effect See also: HybridShapeFactory Property Index CanonicalDetection Returns or sets whether canonical surfaces of the swept surface are detected. ChoiceNo Returns or sets the choice number, which corresponds to each solution of a given circular sweep case. Context Returns or sets the context on Sweep feature. FirstAngleLawInversion Returns or sets the first angle law inversion information. FirstAngleLaw Returns or sets the first angle law useful in some circular sweep types. FirstGuideCrv Returns or sets the sweep operation first guide curve. GuideDeviationActivity Returns or sets information whether a deviation from guide curves is allowed or not. GuideDeviation Returns the deviation value (length) from guide curves allowed during a sweeping operation in order to smooth it. Mode Returns or sets the circular sweep mode. RadiusLawInversion Returns or sets the radius law inversion information. RadiusLawType Returns or sets the radius law type. RadiusLaw Returns or sets the radius law feature. Reference ..."
interface_475,HybridShapeSweepConic,Represents the hybrid shape conic sweep feature.,Object,false,15,18,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \HybridShape\, \HybridShapeSweep\, \HybridShapeSweepConic\",To access the data of the conic sweep feature . Use the HybridShapeFactory.AddNewSweepConic to create a HybridShapeConicSweep object. Property Index CanonicalDetection Returns or sets whether canonical surfaces of the swept surface are detected. FifthGuideCrv Returns or sets the fifth guide curve. FirstGuideCrv Returns or sets the first guide curve. FourthGuideCrv Returns or sets the fourth guide curve. GuideDeviationActivity Returns or sets information whether a deviation from guide curves is allowed or not. GuideDeviation Returns deviation value (length) from guide curves allowed during sweeping operation in order to smooth it. ParameterLawInversion Returns or sets the parameter law inversion flag of conic sweep operation. ParameterLawType Returns or sets the parameter law type in conic sweep operation. ParameterLaw Returns or sets the parameter law useful in conic sweep operation. Parameter Returns or sets the parameter for conic sweep operation. SecondGuideCrv Returns or sets the second guide curve. SmoothActivity Returns or sets information whether sweeping operation is smoothed or not. SmoothAngleThreshold Returns angular threshold under which discontinuities . Spine <dd...
interface_476,HybridShapeSweepExplicit,Represents the hybrid shape Sweep explicit feature object.,Object,false,15,20,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \HybridShape\, \HybridShapeSweep\, \HybridShapeSweepExplicit\","To access the data of the hybrid shape sweep explicit feature object. LICENSING INFORMATION: Creation of volume result requires GSO License if GSO License is not granted , settting of Volume context has not effect See also: HybridShapeFactory Property Index AngleLawInversion Returns or sets the angle law inversion information. AngleLawType Returns or sets the angle law type associated to the reference surface. AngleLaw Returns or sets the angle law feature associated to the reference surface. Context Returns or sets the context on Sweep feature. FirstGuideCrv Gets the first guide curve. GuideDeviationActivity Returns or sets information whether a deviation from guide curves is allowed or not. GuideDeviation Returns deviation value (length) from guide curves allowed during sweeping operation in order to smooth it. GuideProjection Returns or sets the projection of the guide curve onto the reference plane in order to use it as spine, in pulling direction case only. Mode Returns or sets positioning mode used for the profile. PositionMode Returns or sets positioning mode. PositionedProfile Returns or sets the positioning transformation associated to the explicit swept surface and which result corresponds to the positioned profile. ProfileXAxisComputationMo..."
interface_477,HybridShapeSweepLine,Represents the sweep line object.,Object,false,15,20,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \HybridShape\, \HybridShapeSweep\, \HybridShapeSweepLine\",Unknown
interface_478,HybridShapeSymmetry,Represents the hybrid shape symmetry feature object.,Object,false,4,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \HybridShape\, \HybridShapeSymmetry\","To access the data of the symmetry shape feature object. The data includes: The element to be transformed The reference element which can be a point, a line or a plane LICENSING INFORMATION: Creation of volume result requires GSO License if GSO License is not granted , settting of Volume context has not effect Use the CATIAHybridShapeFactory to create HybridShapeFeature object. See also: HybridShapeFactory Property Index CreationMode Returns or sets the creation mode(creation or modification). ElemToSymmetry Returns or sets the element to transform. Reference Returns or sets the reference element. VolumeResult Returns or sets the volume result. Properties o Property CreationMode ( ) As activateLink('boolean','boolean') Returns or sets the creation mode(creation or modification). Legal values : True if the result is a creation feature and False if the result is a modification feature. Example: This example sets that the mode of the hybShpSymmetry hybrid shape symmetry to creation hybShpSymmetry. CreationMode = True o Property ElemToSymmetry ( ) As activateLink('Reference','Reference') Returns or sets the eleme..."
interface_479,HybridShapeThickness,Represents the hybrid shape Thickness feature object.,Object,true,5,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \HybridShape\, \HybridShapeThickness\",To access the data of the thickness on an hybrid shape feature object. This data includes: The thickness orientation The thickness1 value The thickness2 value .
interface_480,HybridShapeTransfer,Represents the hybrid shape Transfer feature object.,Object,false,5,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \HybridShape\, \HybridShapeTransfer\","To access the data of the hybrid shape Transfer feature object. This data includes: The element to transfer The surface to unfold The unfolded surface Use the CATIAHybridShapeFactory to create a HybridShapeTransfer object. See also: HybridShapeFactory Property Index ElementToTransfer Returns or sets the element to transfer. SurfaceToUnfold Returns or sets the surface to unfold. TypeOfTransfer Returns or sets the type of transfer. UnfoldType Returns or sets the type of unfold to take into account during transfer. UnfoldedSurface Returns or sets the unfolded surface. Properties o Property ElementToTransfer ( ) As activateLink('Reference','Reference') Returns or sets the element to transfer. o Property SurfaceToUnfold ( ) As activateLink('Reference','Reference') Returns or sets the surface to unfold. o Property TypeOfTransfer ( ) As activateLink('long','long') Returns or sets the type of transfer. 0= The type of surface is not defined 1= The type of transfer is folded to unfolded 2= Th..."
interface_481,HybridShapeTranslate,Represents the hybrid shape translate feature object.,Object,false,12,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \HybridShape\, \HybridShapeTranslate\","To access the data of the hybrid shape translate feature object. This data includes: The element to translate The translation direction The translation distance and its value LICENSING INFORMATION: Creation of volume result requires GSO License if GSO License is not granted , settting of Volume context has not effect Use the CATIAHybridShapeFactory to create HybridShapeFeature object. See also: HybridShapeFactory Property Index CoordXValue Returns or sets the translate X coordinate value. CoordYValue Returns or sets the translate Y coordinate value. CoordZValue Returns or sets the translate Z coordinate value. Direction Returns or sets the translate direction. DistanceValue Returns or sets the translate distance value. Distance Returns the translate distance. ElemToTranslate Returns or sets the element to translate. FirstPoint Returns or sets the first point defining the translation. RefAxisSystem Returns or Sets the reference Axis System for Translate feature. SecondPoint Returns or sets the second point defining the translation. VectorType Returns or sets the way the translation vector is defined. VolumeResult Returns or sets the volume result. <..."
interface_482,HybridShapeTrim,Represents the hybrid shape trim object.,Object,false,11,19,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \HybridShape\, \HybridShapeTrim\",To access the data of the hybrid shape trim object. This data includes: The first element (surface or curve) to be trimmed The second element (surface or curve) to be trimmed The orientation corresponding to the first element The orientation corresponding to the second element Use the CATIAHybridShapeFactory to create a HybridShapeTrim object. See also: HybridShapeFactory .
interface_483,HybridShapeUnfold,Represents the hybrid shape Unfold feature object.,Object,false,7,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \HybridShape\, \HybridShapeUnfold\","To access the data of the hybrid shape Unfold feature object. This data includes: The shell to unfold The edges to tear Use the CATIAHybridShapeFactory to create a HybridShapeUnfold object. See also: HybridShapeFactory Property Index DirectionToUnfold Returns or sets the direction to unfold. EdgeToTearPositioningOrientation Returns or sets the positioning orientation when the reference origin is located on an edge to tear. OriginToUnfold Returns or sets the origin to unfold. SurfaceToUnfold Returns or sets the surface to unfold. SurfaceType Returns or sets the type of surface to unfold. TargetOrientationMode Returns or sets the mode for target surface orientation. TargetPlane Returns or sets the target plane. Method Index AddEdgeToTear Adds an edge to tear. GetEdgeToTear Retrieves an element used by the hybrid shape unfold feature object. RemoveEdgeToTear Removes an element used by the hybrid shape unfold feature object. Properties o Property DirectionToUnfold ( ) As activateLink('Reference','Reference') </t..."
interface_484,HybridShapeVolumeExplicit,Represents the hybrid shape Volume explicit feature object.,Object,false,0,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \HybridShape\, \HybridShapeVolumeExplicit\",Declare hybrid shape Volume explicit feature object. See also: HybridShapeFactory.AddNewVolumeDatum .
interface_485,HybridShapeWrapCurve,Represents the hybrid shape wrap curve surface object.,Object,false,3,9,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \HybridShape\, \HybridShapeWrapCurve\","To access the data of the hybrid shape wrap curve surface object. This data includes: Two support surfaces, one at each limit of the wrap curve surface Two curves, one for each support surface The curve closing points Use the CATIAHybridShapeFactory to create a HybridShapeWrapCurve object. See also: HybridShapeFactory Property Index FirstCurvesConstraint Returns or sets constraint at first curves of the WrapCurve. LastCurvesConstraint Returns or sets constraint at last curves of the WrapCurve. Surface Returns or sets the surface to deform of the WrapCurve. Method Index GetCurves Returns a curve from the WrapCurve. GetNumberOfCurves Returns the number of couples of curves of the WrapCurve. GetReferenceDirection Gets the reference direction projection of the wrap curve feature. GetReferenceSpine Returns the reference spine of the wrap curve feature. InsertCurves Inserts a couple of reference curve and target curve to the wrap curve. InsertReferenceCurve Inserts a of reference curve to the wrap curve. RemoveCurves Removes a couple of reference curve and target curve from the WrapCurve. SetReferenceDirection Sets the reference direction projection to the wrap curv..."
interface_486,HybridShapeWrapSurface,Represents the hybrid shape wrap surface object.,Object,false,4,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \HybridShape\, \HybridShapeWrapSurface\","To access the data of the hybrid shape wrap surface object. This data includes: Two definition surfaces (refrence and target), who define the deformation Use the CATIAHybridShapeFactory to create a HybridShapeWrapSurface object. See also: HybridShapeFactory Property Index DeformationMode Returns or sets whether the wrap surface is or should be created as a""""Normal"""" or with a """"3D"""" deformation mode. ReferenceSurface Returns or sets the reference surface of the WrapSurface. Surface Returns or sets the reference surface to deform of the WrapSurface. TargetSurface Returns or sets the target surface of the WrapSurface. Properties o Property DeformationMode ( ) As activateLink('long','long') Returns or sets whether the wrap surface is or should be created as a""""Normal"""" or with a """"3D"""" deformation mode. Legal values : 2 for the normal solution and 1 for 3D solution. Example: This example sets the mode to create the wrap surface hybWrapSurface with a 3D deformation mode. hybWrapSurface. 3D deformation mode = 1 o Property ReferenceSurface ( ) As activateLink('Reference','Reference') Returns or sets the reference surface of the WrapSurface. <..."
interface_487,HybridShapes,The collection of the HybridShapes making up a body.,Collection,true,0,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \HybridShapes\",Unknown
interface_488,Hyperbola2D,Class defining an hyperbola in 2D Space.,Object,false,2,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \GeometricElement\, \Geometry2D\, \Curve2D\, \Hyperbola2D\",Unknown
interface_489,Hyperlink,Represents a hyperlink marker.,Object,false,0,4,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Hyperlink\",Unknown
interface_490,Hyperlinks,,Collection,true,0,4,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \Hyperlinks\",Unknown
interface_492,IPDTemplateProperty,Interface to access template object properties.,Object,false,0,4,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \IPDTemplateProperty\","This interface given a V5 object, will get the handle to the template object using the pointer attribute referring in it and allows to access the properties of the template object. This interface expect caller to use attribute name define in PPPR server for example caller should use """"note"""" to access Description . Method Index GetTemplateBooleanAttribute This gets a String Attribute value of an input Object GetTemplateDoubleAttribute This gets a String Attribute value of an input Object GetTemplateLongAttribute This gets a String Attribute value of an input Object GetTemplateStringAttribute This gets a String Attribute value of an input Object Methods o Func GetTemplateBooleanAttribute ( activateLink('CATBSTR','CATBSTR') iAttrName ) As activateLink('boolean','boolean') This gets a String Attribute value of an input Object Parameters: iAttrName The name of the Attribute whose value we need oAttrValue The value of the attribute Returns: S_OK o Func GetTemplateDoubleAttribute ( activateLink('CATBSTR','CATBSTR') iAttrName ) As activateLink('double','double') ..."
interface_494,IgesSettingAtt,Represents the CATIA IGES setting controller object.,Collection,true,15,20,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \SettingController\, \IgesSettingAtt\","The CATIA IGES setting controller object deals with the setting attributes displayed in the IGES property page. To access this property page: Click the Options command in the Tools menu Click + left of General to unfold the workbench list Click Compatibility Right scroll to display the property pages titles until you get IGES Click IGES The New Elements setting controller object can be retrieved as an item of the setting controller collection using its name """"CAACafNewEltSettingCtrl"""" as follows: Dim settingControllers1 As SettingControllers Set settingControllers1 = CATIA.SettingControllers Dim CATIAIGESSettingAtt1 As SettingController Set CATIAIGESSettingAtt1 = settingControllers1.Item(""""CATIdeIgesSettingCtrl"""") Property Index Angle Returns or sets the Angle setting parameter value. ApplyJoin Returns or sets the Apply join setting parameter value. AuthorName Returns or sets the Author Name setting parameter value. AuthorOrganization Returns or sets the Author Organization setting parameter value. CrvMod Returns or sets the Export BSpline mode setting parameter value. ExportMSBO Returns or sets the Export Solid Mode setting parameter value. ExportUnit Returns or sets the Export Units setting parameter value. ImportGroupAsSelSet Returns or sets the Import Selection Set mode setting parameter value. OnlyShow Returns or sets the Export only show setting parameter value. OptC2Mode Returns or sets the..."
interface_495,IgpOlpSettingAtt,Represents the Offline Programming setting controller object.,Collection,true,12,20,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \SettingController\, \IgpOlpSettingAtt\","The Offline Programming setting controller object deals with the setting attributes displayed in the IGRIP/Offline Programming property page. To access this property page: Click the Options command in the Tools menu Click IGRIP Right scroll to display the property pages titles until you get Offline Programming Click Offline Programming The Offline Programming setting controller object can be retrieved as an item of the setting controller collection using its name """"DNBIgpOlpAutoSettingCtrl"""" as follows: Dim settingControllers1 As SettingControllers Set settingControllers1 = CATIA.SettingControllers Dim DNBIAIgpOlpSettingAtt1 As SettingController Set DNBIAIgpOlpSettingAtt1 = settingControllers1.Item(""""DNBIgpOlpAutoSettingCtrl"""") Property Index DownloaderDir Returns or sets value of OLP Translator Directory parameter. Downloader Returns or sets value of OLP Translator parameter. ExistingTaskTreatment Returns or sets value of OLP Existing Task Treatment On Upload parameter. JavaClassPath Returns or sets value of OLP Java Class Path parameter. JavaExe Returns or sets value of OLP Java Executable parameter. NRLDir Returns or sets value of NRL configuration file directory parameter. NRLTeachDialogDisplayMode Returns or sets value of OLPNRLTeachDialogDisplay parameter. RobotProgramDir Returns or sets value of OLP Directory parameter. UploaderDir Returns or sets value of OLP Parser Directory parameter. <b..."
interface_496,ImportD5SettingAtt,Interface to handle parameters of General-Compatibility-DELMIA D5 Tools Options Tab page.,Object,false,15,20,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \SettingController\, \ImportD5SettingAtt\","This interface is implemented by a component which represents the controller of DELMIA D5 Tools Options parameter settings. Methods to set value of each parameter xxx Methods to get value of each parameter xxx Methods to get information on each parameter xxx Methods to lock/unlock value of each parameter xxx Here are the list of parameters to use and their meanings: ImportLibrary : define the D5 root libraries. For several libraries, they are separated by the character ; . D:\Syslib;D:\Robotlib; for Windows /usr/deneb/Syslib;/usr/deneb/Robotlib; for UNIX ImportConfigFile : defines the configuration file to append. ImportConfigFile : defines the configuration file to append. ImportPDBCache : defines the D5 pdb cache directory for UG files. ImportRecording : defines the option for importing D5 recording file into V5 replays. ImportUserViews : defines the option for importing D5 user views into V5 cameras. For workcells only. ImportAnnotation : defines the option for importing D5 annotations into V5 3D annotations. For workcells only. ImportWclMessage : defines the option for displaying the D5 workcell messages after importing. Message is stored on the product. For workcells only. ImportCollision : defines the option for importing D5 collision queues into V5 interferences objects. For workcells only. ImportFloor : defines the option for importing D5 floor into V5 Area. For workcells only. ImportUserAttr : defines the option for importing D5 user attributes into V5 knowledgeware parameters. ImportEdge : defines the option for importing D5 geometric (edge) information. ImportCoorsys : defines the option for importing D5 coorsys into V5 frames of interests (by default as DESIGN). <li..."
interface_497,Inertia,Represents the Inertia object.,Object,false,2,4,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Inertia\",Unknown
